11/14/19_20:12:08,20.9216,0.00269958,0.0769526,0.0188617,0.771274,2.84708e-05,8.16992e-06,1,21,0.388889,0.00272932,1
11/14/19_19:55:59,12.3542,0.00592449,0.130343,0.0655621,1.10675,1.29106e-05,5.90613e-08,0,0,0,0.00347134,1
11/14/19_20:13:37,9.20322,0.00210095,0.0833748,0.00941898,1.6606,4.03338e-08,0,0,0,0,0,1
11/14/19_20:13:50,12.5601,0.00326781,0.0482843,0.0924691,4.34623,0.000547203,-1.44093e-11,1,138,3.06667,0.00364012,1
11/14/19_20:00:47,21.3224,0.00426827,0.0712729,0.0201183,0.555743,1.79722e-05,1.35704e-07,0,0,0,6.81086e-05,1
11/14/19_20:01:51,9.81682,0.00281467,0.157606,0.0508074,2.57577,3.54576e-06,2.36142e-09,0,0,0,0.00703446,1
11/14/19_20:12:49,14.7579,0.00130019,0.0855202,0.0238035,0.999644,8.72437e-10,0,0,0,0,0.000572074,1
11/14/19_18:38:24,18.9936,0.00319753,0.090008,0.0259061,0.897806,1.13244e-05,-1.09115e-09,0,0,0,0.000596407,1
11/14/19_18:47:16,16.5165,0.012289,0.0756482,0.093944,3.1028,0.0603828,0.000349161,1,156,3.05882,0.118375,1
11/14/19_20:58:40,9.80223,0.00328826,0.0834757,0.0044141,2.36477,1.03572e-08,9.59136e-10,0,0,0,0,1
11/14/19_21:05:54,17.5606,0.00152252,0.0463999,0.0141043,2.82119,1.42551e-05,4.12524e-06,0,0,0,0.00284485,1
11/14/19_20:15:40,11.0768,0.00252552,0.0682241,0.00748066,0.330888,7.55637e-07,-1.28042e-09,0,0,0,0,1
11/14/19_20:53:15,15.1414,0.00522622,0.241277,0.0351938,1.01742,1.58153e-05,1.39169e-09,0,0,0,0.000483951,1
11/14/19_20:53:42,93.1076,0.00861209,0.0142829,0.0245726,0.549055,0.00107625,8.26206e-06,0,0,0,0.000318904,1
11/14/19_21:00:05,10.0924,0.00181013,0.152636,0.0516246,2.37183,1.12044e-07,0,2,279,14.6842,0,1
11/14/19_20:13:49,7.54005,0.00809483,0.1541,0.21128,1.41749,0.191603,0.00172749,1,380,14.0741,0.287681,1
11/14/19_21:13:53,28.0445,0.00704981,0.0485981,0.0109981,1.04964,0.000290061,4.40894e-08,0,0,0,0.00166752,1
11/14/19_20:14:47,24.0689,0.0102001,0.0620955,0.0263617,1.23582,0.000653085,7.07602e-08,0,0,0,0.00153568,1
11/14/19_20:21:22,249.223,0.00475547,0.0289746,0.134196,0.836677,0.00118838,3.93866e-05,0,0,0,0.0395899,1
11/14/19_18:56:34,6.58095,0.039737,0.143711,0.0670359,2.79914,0.0310406,0.00268392,0,0,0,0.207973,1
11/14/19_20:29:00,16.3133,0.0173631,0.105879,0.0884959,1.40735,0.0194508,0.00015494,0,0,0,0.0203137,1
11/14/19_20:29:49,4.52048,0.00702738,0.254107,0.0374256,2.30572,1.71267e-05,7.95299e-10,2,183,16.6364,0.0133011,1
11/14/19_20:36:52,90.3655,0.00611286,0.0174355,0.0301378,2.10054,0.000314977,4.02093e-05,0,0,0,0.000772582,1
11/14/19_20:39:06,23.854,0.00530839,0.0520181,0.0444819,2.00796,0.000112022,6.49348e-07,0,0,0,0.00155566,1
11/14/19_20:41:26,15.028,0.00532882,0.1138,0.104155,1.26505,7.37541e-06,1.65619e-11,0,0,0,0.000692241,1
11/14/19_21:00:18,14.01,0.0243846,0.123093,0.246203,1.33893,0.0158201,0.00268705,0,0,0,0.429576,1
11/14/19_21:06:02,21.7349,0.00728093,0.0651155,0.045713,0.865483,8.94597e-05,6.5466e-07,0,0,0,0.00358417,1
11/14/19_18:54:38,12.2518,0.00723361,0.263634,0.114262,1.79888,0.00273441,0.00140622,0,0,0,0.145614,1
11/14/19_20:57:18,151.525,0.00278196,0.0758228,0.133149,1.99221,0.000155245,3.2688e-05,0,0,0,0.0132255,1
11/14/19_21:07:41,161.395,0.0101131,0.0166999,0.0665172,0.744813,0.00185949,3.90181e-05,0,0,0,0.0128886,1
11/14/19_21:15:25,21.6778,0.00368066,0.0733894,0.0513693,3.07828,3.38598e-05,3.84821e-06,0,0,0,0.00216859,1
11/14/19_20:46:19,11.4578,0.00104855,0.0532512,0.024125,1.20105,5.7204e-05,2.09671e-08,1,199,4.85366,0.0382378,1
11/14/19_20:29:28,5.01017,0.00302352,0.162378,0.0399641,2.59883,0.000180755,-1.1266e-07,2,4769,280.529,0.0202788,1
11/14/19_20:41:33,5.73852,0.0354297,0.231333,0.152303,3.24989,0.0622326,0.00201898,1,44,3.14286,0,1
11/14/19_20:43:59,12.7606,0.0121101,0.14172,0.108273,1.30337,4.11856e-05,8.15223e-08,1,79,2.46875,0.000202534,0
11/14/19_20:45:19,9.91228,0.00288087,0.11677,0.0315208,1.07666,1.3181e-05,5.18466e-09,0,0,0,0.0119615,1
11/14/19_20:42:18,16.3941,0.00874719,0.0527249,0.0128955,1.06376,6.06257e-05,-5.43862e-10,0,0,0,0.00110023,1
11/14/19_20:55:20,44.0734,0.00622503,0.0131801,0.037523,3.74788,0.000695845,3.41012e-05,3,793,4.98742,0.00717323,1
11/14/19_21:10:37,17.0372,0.00196847,0.0494805,0.0347964,1.53814,1.71618e-05,2.99843e-06,0,0,0,0.00925526,1
11/14/19_21:19:35,7.02251,0.00175885,0.222237,0.034702,0.495801,1.19511e-05,7.98539e-10,0,0,0,0.00302294,1
11/14/19_20:48:06,5.24571,0.00316504,0.211347,0.120785,0.939143,0.000155062,-1.04599e-08,0,0,0,0.306496,1
11/14/19_20:51:46,22.0068,0.0100955,0.0699045,0.0405015,0.300931,0.000234157,9.53889e-07,0,0,0,0.00251374,1
11/14/19_21:07:50,10.5351,0.00634333,0.110778,0.0500526,3.94451,8.88281e-05,-9.22168e-10,0,0,0,0.0274394,1
11/14/19_21:03:44,12.6349,0.00314414,0.105715,0.0247338,1.30989,4.34668e-06,2.9328e-10,0,0,0,0.00415825,1
11/14/19_20:47:16,7.80714,0.00732952,0.0390686,0.149764,5.03089,0.0154628,0.00399804,1,407,17.6957,0.221471,1
11/14/19_20:58:14,16.2321,0.00858914,0.0746706,0.0422238,1.76456,0.000231464,1.57801e-06,0,0,0,0.00601252,1
11/14/19_21:08:39,4.59938,0.0131073,0.211501,0.113955,1.2418,0.0539214,0.00165137,1,512,30.1176,0.210876,1
11/14/19_20:48:24,3.49267,0.0167539,0.245994,0.430359,1.00292,0.0912443,0.0249436,1,5329,409.923,0.491769,1
11/14/19_21:06:06,10.2622,0.00665487,0.205997,0.0379618,0.67317,2.24024e-06,6.90479e-10,0,0,0,0.000651443,1
11/14/19_21:06:13,23.4314,0.00766941,0.0234252,0.0441869,140.65,4.15905e-05,8.902e-06,0,0,0,0.0132977,1
11/14/19_21:07:25,11.7474,0.00378055,0.0400444,0.0439784,0.963786,6.5762e-05,-5.88786e-08,2,150,8.33333,0.00118574,1
11/14/19_18:48:21,118.609,0.0054821,0.0201697,0.113552,1.64916,0.000838261,1.39166e-05,0,0,0,0.00995842,1
11/14/19_19:02:25,4.6009,0.00193144,0.285718,0.0148952,1.34917,1.15829e-06,7.6912e-10,1,650,65,0.000545634,1
11/14/19_21:13:16,11.3719,0.00767597,0.1469,0.0230652,1.24275,1.78934e-06,6.46192e-10,0,0,0,0,1
11/14/19_21:28:09,11.5471,0.0100527,0.157873,0.0517687,0.921226,6.15404e-07,3.49209e-09,0,0,0,0,1
11/14/19_20:58:56,8.55023,0.0321666,0.148129,0.267024,2.49175,0.0304567,0.00185757,1,546,23.7391,0.311336,1
11/14/19_21:06:22,12.4124,0.00336907,0.108084,0.0435317,1.37878,4.42226e-07,3.36784e-09,0,0,0,0,1
11/14/19_21:12:38,5.75883,0.00247123,0.233817,0.0369257,0.879551,6.95973e-08,4.16026e-08,3,568,37.8667,0,1
11/14/19_21:18:18,176.233,0.00297573,0.0105964,0.14372,3.28198,0.000388518,5.03129e-06,0,0,0,0.000498211,1
11/14/19_22:01:22,3.53068,0.00102567,0.321511,0.458337,2.55713,0.0489688,0.007773,1,50,4.16667,0.0305499,0
11/14/19_21:28:29,6.24257,0.00399911,0.146818,0.0696901,3.17958,1.19825e-05,-2.19849e-10,0,0,0,0.00196497,1
11/14/19_21:20:32,13.9703,0.00665415,0.111481,0.0333576,1.81379,0.000364217,7.68401e-08,0,0,0,0.0338739,1
11/14/19_21:05:22,17.8518,0.00466168,0.0784945,0.0439953,1.32559,2.09971e-05,5.15083e-07,0,0,0,0.0031198,1
11/14/19_21:14:24,8.18993,0.00186954,0.271434,0.0230745,2.18292,3.12446e-05,0,0,0,0,0.00924089,1
11/14/19_18:58:40,18.7994,0.0060827,0.0960157,0.0190214,0.785424,4.63718e-05,3.91194e-08,0,0,0,0.000236628,1
11/14/19_18:30:59,7.17398,0.00654283,0.101641,0.0442952,2.53834,0.000127503,8.0894e-10,0,0,0,0.000610292,1
11/14/19_19:50:24,23.1192,0.00732261,0.0583153,0.159692,2.79812,0.0002853,1.50116e-05,1,250,4.23729,0.0398201,0
11/14/19_19:13:55,5.12014,0.00405177,0.101436,0.04631,3.71187,5.20913e-05,1.82518e-09,0,0,0,0.0232612,1
11/14/19_19:39:03,24.5951,0.000967232,0.342839,0.12372,0.716727,0.000196384,2.26446e-05,1,2478,70.8,0.0210135,0
11/14/19_19:09:12,5.97861,0.0130553,0.195341,0.357066,3.92639,0.129572,0.00426057,1,97,4.85,0.0594572,0
11/14/19_19:55:42,9.33906,0.00388297,0.20204,0.0321742,0.796268,5.45958e-07,-7.58259e-08,1,59,3.27778,0.000499324,1
11/14/19_19:58:40,14.2535,0.00620343,0.0560722,0.0596484,0.270831,9.12928e-05,5.08665e-07,0,0,0,0.00636642,1
11/14/19_18:55:14,45.5436,0.00709374,0.0332935,0.0432779,1.10715,0.000200018,1.83694e-06,0,0,0,0.0022686,1
11/14/19_19:13:24,37.7565,0.0040467,0.0284142,0.055525,7.44147,0.000187237,9.64812e-07,1,419,3.17424,0.026634,1
11/14/19_19:12:56,7.40826,0.00663562,0.0817464,0.227961,3.18855,0.347426,0.00295449,0,0,0,0.0875462,1
11/14/19_19:35:48,14.4086,0.0086305,0.0254619,0.144602,12.3353,0.0128643,0.000323171,2,1606,53.5333,0.11176,0
11/14/19_19:37:07,16.9032,0.00217327,0.429993,0.0646441,0.0115064,3.72471e-06,7.89634e-12,0,0,0,0,1
11/14/19_19:50:49,2.51597,0.00537193,0.258859,0.0760219,3.13624,2.10226e-05,1.01492e-07,1,5031,503.1,0.0054673,0
11/14/19_18:56:35,15.219,0.00928181,0.110544,0.121188,0.712934,0.000448686,4.4363e-06,0,0,0,0.137151,1
11/14/19_19:35:53,13.8754,0.0115684,0.0842951,0.0413232,4.37648,0.000241916,5.33585e-07,1,76,2.375,0.0500185,1
11/14/19_19:30:00,8.34174,0.00182092,0.153845,0.0388127,2.61578,1.17653e-05,0,0,0,0,0.00230759,1
11/14/19_19:30:02,7.93017,0.0336779,0.394403,0.175446,3.17716,0.0316839,0.00278587,1,461,27.1176,0.113344,0
11/14/19_19:32:18,17.3931,0.00951731,0.0863397,0.064208,0.14044,0.000379806,1.03969e-06,0,0,0,0.00670175,1
11/14/19_18:30:48,14.8779,0.00475167,0.0773191,0.0593187,0.644454,1.60288e-05,8.07288e-08,3,981,21.3261,0.00114222,1
11/14/19_19:43:11,10.0537,0.0139282,0.157175,0.350254,1.2868,0.032657,0.000540316,1,282,11.75,0.0031464,0
11/14/19_19:09:01,5.04137,0.00746788,0.325556,0.0838619,0.551183,6.17681e-06,1.24809e-09,0,0,0,0.0111856,1
11/14/19_19:56:19,5.42511,0.00326412,0.545861,0.0521093,0.861966,0.012773,0.000471471,1,40,2.66667,0.0435392,1
11/14/19_19:22:40,6.48661,0.0180655,0.156136,0.147351,1.14908,0.0744949,0.00297076,0,0,0,0.573051,1
11/14/19_19:42:18,4.8474,0.00264472,0.10111,0.0311378,2.37505,4.11989e-05,8.56409e-10,0,0,0,0.00122024,1
11/14/19_20:40:22,17.1751,0.00362947,0.0913797,0.0472476,0.90712,1.72589e-05,9.69399e-08,1,782,20.0513,0.000656422,0
11/14/19_19:22:51,10.0518,0.00314648,0.159879,0.00708553,0.819419,7.14101e-08,1.08588e-09,0,0,0,0,1
11/14/19_19:49:57,12.9024,0.0212246,0.204136,0.146962,3.06861,0.0115648,0.00378968,1,243,7.59375,0.231815,0
11/14/19_19:58:27,13.8683,0.00717113,0.0790593,0.109696,1.77818,0.000157764,1.24497e-07,2,1175,26.7045,0.00616997,0
11/14/19_19:27:37,15.0181,0.00214208,0.109288,0.00845863,1.39241,2.95991e-07,2.92169e-09,0,0,0,0,1
11/14/19_20:06:54,20.5487,0.0220445,0.267178,0.174019,1.1896,0.000268454,4.89678e-07,1,298,7.09524,0.00119141,0
11/14/19_20:45:06,7.76039,0.0237412,0.392469,0.528654,3.65118,0.0230498,0.00183898,1,1322,73.4444,0.0902672,0
11/14/19_21:12:12,5.44514,0.00382725,0.219804,0.152085,2.52188,9.49931e-05,-2.08737e-10,0,0,0,0.0125052,1
11/14/19_21:14:50,11.037,0.00883844,0.32385,0.122582,0.701303,0.00594899,0.00151241,0,0,0,0.0996148,1
11/14/19_19:30:48,5.69315,0.0130362,0.123403,0.169105,1.27081,0.0004494,1.61231e-07,1,2162,108.1,0.018984,0
11/14/19_19:37:32,3.44754,0.000724923,0.642854,0.149474,1.87902,0.0427183,0.000468938,1,11064,1106.4,0.00705142,0
11/14/19_19:57:08,23.3795,0.009572,0.0665239,0.0241228,6.59003,0.00028818,1.66515e-07,0,0,0,0.00061045,1
11/14/19_19:59:42,9.79322,0.0047382,0.097739,0.0967079,27.1599,2.60744e-05,1.19605e-09,0,0,0,0.0337805,1
11/14/19_19:32:33,40.8252,0.00173235,0.0261322,0.0606108,1.76902,0.000286358,1.45646e-05,2,1103,8.23134,0.012355,1
11/14/19_19:57:33,11.7197,0.00193072,0.0628479,0.0332816,0.958267,9.35332e-06,1.99184e-09,0,0,0,0.00688785,1
11/14/19_19:38:25,9.40633,0.0066216,0.182236,0.0568115,1.46724,2.04745e-07,0,0,0,0,0,1
11/14/19_19:50:14,6.36448,0.0106735,0.417327,0.0747213,1.88931,0.000764602,-1.08725e-08,1,89,8.9,0.0737919,1
11/14/19_19:58:41,10.1534,0.00832986,0.143629,0.0821362,1.87193,0.000446279,3.09809e-08,0,0,0,0.169518,1
11/14/19_20:19:21,5.00746,0.00370123,0.166681,0.0753772,1.60392,0,0,0,0,0,0,1
11/14/19_19:44:41,116.798,0.00183131,0.0784348,0.0278289,1.08505,5.30941e-05,2.83367e-05,0,0,0,0.0097446,1
11/14/19_20:53:13,19.2867,0.0102046,0.0703987,0.0571842,1.52371,0.000178972,-1.01779e-08,0,0,0,3.90378e-05,1
11/14/19_19:46:12,5.93352,0.0121196,0.118947,0.0731093,2.62228,0.000471768,0,0,0,0,0.00302976,1
11/14/19_20:22:31,20.3471,0.00375531,0.0869585,0.0221219,1.41781,0.000115143,2.25142e-06,1,243,4.67308,0.00842461,1
11/14/19_20:28:10,18.3789,0.0013546,0.0857663,0.00359305,1.36897,2.58946e-06,6.40209e-09,0,0,0,0,1
11/14/19_20:32:18,14.2925,0.0179644,0.105448,0.135314,0.608838,0.0677273,0.00165806,1,2464,117.333,0.424447,0
11/14/19_19:53:31,32.2632,0.00328809,0.0514763,0.00608076,0.437464,0.000102771,1.27282e-07,0,0,0,0.000537219,1
11/14/19_20:13:03,10.8289,0.0251105,0.155081,0.160213,2.34342,0.00444014,0.00120496,0,0,0,0.0262642,1
11/14/19_20:31:59,16.1956,0.000476334,0.0722575,0.0348965,0.765194,1.20972e-05,1.26832e-06,1,382,6.82143,0.0238532,1
11/14/19_20:26:37,2.46955,0.00120225,0.476193,0.13606,4.49638,0.203304,0.0200696,2,462,46.2,0.268531,0
11/14/19_20:07:31,7.83039,0.000906132,0.363663,0.372196,9.35275,0.00761711,0.0019856,1,195,9.75,0.00172605,1
11/14/19_20:21:58,7.75767,0.014207,0.160779,0.120966,1.45413,0.00873093,0.0014074,0,0,0,0.274897,1
11/14/19_20:00:13,20.5025,0.00198098,0.0620822,0.024911,0.229998,9.43181e-06,1.20452e-08,0,0,0,0.0010067,1
11/14/19_20:14:16,4.9138,0.00400604,0.177071,0.0741989,4.35736,8.32045e-05,6.53848e-09,0,0,0,0.0337437,1
11/14/19_20:23:02,4.92388,0.000997984,0.55558,0.0286905,0.626529,0.0181436,5.08878e-05,1,2060,147.143,0.0142733,0
11/14/19_20:54:04,11.6019,0.0167019,0.338276,0.0915538,0.741137,0.00475334,0.00255789,1,102,4.63636,0.031144,0
11/14/19_19:05:26,14.6958,0.00546136,0.106246,0.0466083,0.531217,2.19367e-06,1.58308e-07,0,0,0,0.00343814,1
11/14/19_20:39:46,6.3794,0.00308381,0.0772098,0.054418,1.31248,0.000383337,-4.35291e-08,1,2298,164.143,0.00271815,0
11/14/19_20:14:35,6.97652,0.0125795,0.10806,0.279069,3.14109,0.0940446,0.00239268,1,941,37.64,0.283927,0
11/14/19_20:34:36,9.57137,0.0148528,0.221207,0.543425,1.2309,0.0164277,0.00855492,1,259,10.7917,0.267436,1
11/14/19_20:35:56,17.6144,0.0118634,0.105073,0.105951,0.346841,0.000815089,6.87923e-07,1,141,3.13333,0.0150052,0
11/14/19_20:38:36,6.83657,0.0048156,0.191191,0.0584318,0.452632,5.05071e-06,4.36573e-10,0,0,0,0.00499002,1
11/14/19_21:00:03,74.4139,0.00309517,0.0222601,0.0174699,1.28844,0.000160763,1.19592e-05,0,0,0,0.0118609,1
11/14/19_20:30:04,2.95901,0.0144244,0.35073,0.26781,3.75762,0.0695903,0.00280188,1,314,31.4,0.00494143,0
11/14/19_20:37:02,7.36281,0.00325534,0.105025,0.0623027,2.25943,3.62611e-05,-1.75455e-09,0,0,0,0.0190342,1
11/14/19_20:32:53,34.3811,0.00883147,0.121629,0.0839376,2.72719,0.000797475,6.82092e-07,0,0,0,0.000422982,1
11/14/19_20:39:48,21.1983,0.000606946,0.0301531,0.0194325,0.169098,3.36475e-06,2.85341e-08,2,612,8.38356,0.00173125,1
11/14/19_20:22:14,8.87124,0.00213436,0.0941121,0.0293607,1.04644,8.64258e-06,-5.52379e-09,0,0,0,0.00824357,1
11/14/19_20:35:00,15.5031,0.00226495,0.0973355,0.0396476,1.73081,1.18946e-06,3.13751e-09,1,38,1.58333,0.000340806,1
11/14/19_20:32:20,25.993,0.00657753,0.0648811,0.0693615,0.863586,0.000814371,8.5255e-06,1,61,1.2449,0.0168886,1
11/14/19_20:35:00,5.91504,0.00528438,0.213364,0.288217,0.889347,0.0279599,0.00159234,1,939,55.2353,0.0032424,0
11/14/19_18:46:25,14.2166,0.004356,0.116115,0.101889,0.146312,1.11675e-06,6.67905e-09,0,0,0,0.000442111,1
11/14/19_20:55:53,9.27758,0.00535975,0.130487,0.0885717,2.09664,3.71415e-06,-7.54367e-08,1,360,13.3333,0.00339253,0
11/14/19_20:35:41,5.9252,0.00433866,0.545965,0.0937938,1.03685,0.0103494,0.000657098,3,801,50.0625,0.0175851,1
11/14/19_20:48:13,21.6158,0.000836462,0.346105,0.129448,0.688188,0.000108402,3.08698e-07,1,261,7.90909,0.131543,1
11/14/19_20:47:20,10.083,0.00633168,0.118441,0.123951,1.57427,0.00415883,0.000376648,0,0,0,0.0717422,1
11/14/19_21:11:54,10.3062,0.008605,0.142599,0.0570251,4.58511,3.28001e-06,1.28757e-09,0,0,0,0.002405,1
11/14/19_21:18:41,38.9067,0.0107864,0.51379,0.488503,1.11564,0.000203181,6.7846e-05,1,1039,32.4688,0.0616559,0
11/14/19_20:10:08,20.474,0.00698932,0.0790215,0.0235785,0.536206,4.0508e-05,9.43642e-09,1,31,0.885714,0.000881042,1
11/14/19_21:24:09,21.812,0.00326253,0.154597,0.0654371,1.94091,0.00022309,2.29966e-05,1,460,21.9048,0.00172353,0
11/14/19_21:33:27,19.8472,0.0271895,0.192515,0.274597,0.904793,0.0440417,0.000420252,1,82,1.67347,0.112462,0
11/14/19_20:58:08,14.1019,0.00311837,0.118272,0.122545,1.87688,1.52012e-07,1.70467e-08,0,0,0,0,1
11/14/19_20:47:49,13.3759,0.00763414,0.0960099,0.0348889,2.00803,2.05833e-05,6.03855e-09,0,0,0,0.00254167,1
11/14/19_20:53:48,13.4527,0.0115531,0.0662937,0.150802,8.10567,0.169076,0.00106059,1,573,12.4565,0.0120906,0
11/14/19_20:25:04,8.41241,0.021261,0.231375,0.283143,0.963141,0.0035799,0.000125823,1,1311,65.55,0.650128,0
11/14/19_20:41:09,6.75739,0.00511533,0.202129,0.101683,1.32914,5.86464e-05,8.6207e-10,0,0,0,0.007674,1
11/14/19_18:45:00,7.94897,0.0106168,0.207622,0.0522526,0.225065,4.71256e-07,9.43005e-11,0,0,0,0,1
11/14/19_19:03:46,72.646,0.000378391,0.00833215,0.0751246,1.0304,7.42416e-05,7.83457e-06,9,2798,10.845,0.0269043,1
11/14/19_19:06:02,6.68137,0.00943931,0.225223,0.141766,2.91979,0.00351314,0.00217387,0,0,0,0.420222,1
11/14/19_20:29:33,11.9935,0.00920287,0.13242,0.0857146,0.31601,5.03925e-06,-2.37932e-10,0,0,0,0.00110232,1
11/14/19_20:40:45,6.61365,0.0189445,0.235016,0.203163,2.38124,0.0134871,0.00343655,0,0,0,0.114592,1
11/14/19_20:56:59,12.7069,0.00601584,0.338396,0.0747807,0.828128,3.26635e-05,1.14033e-08,1,309,13.4348,0.00131546,0
11/14/19_21:02:54,62.3169,0.00785109,0.0342301,0.0513127,0.763628,0.000580858,1.14e-06,3,875,5.50314,0.0014688,1
11/14/19_20:48:40,8.90524,0.00113845,0.179152,0.0387915,2.0343,1.28532e-09,-1.70834e-08,2,152,11.6923,0,1
11/14/19_20:54:58,4.00464,0.0113155,0.200009,0.0903099,2.4005,0.000631829,2.4865e-09,0,0,0,0.0222271,1
11/14/19_21:02:31,8.69584,0.00445188,0.0590002,0.0206238,1.72526,1.19579e-07,2.33475e-09,0,0,0,0,1
